date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-03-06,31,24,0.0,11.6,6,67,09:37 PM,09:13 AM,05:51 AM,05:57 PM,24,31,31,27,7,43,87,7.2,1009,31,9,233,4,pontianak
2018-03-07,31,24,0.0,7.4,6,60,10:24 PM,09:59 AM,05:51 AM,05:57 PM,24,30,30,26,7,64,86,2.7,1009,31,9,170,5,pontianak
2018-03-08,32,23,0.0,10.2,6,53,11:11 PM,10:46 AM,05:50 AM,05:57 PM,23,30,30,26,8,54,83,4.9,1009,32,9,181,5,pontianak
2018-03-09,32,23,0.0,11.6,7,45,11:59 PM,11:34 AM,05:50 AM,05:57 PM,23,30,30,27,9,31,83,0.0,1009,32,8,197,6,pontianak
2018-03-10,31,23,0.0,11.6,6,38,No moonrise,12:21 PM,05:50 AM,05:56 PM,24,31,31,27,10,35,84,4.8,1009,31,8,77,6,pontianak
2018-03-11,31,24,0.0,11.6,6,31,12:46 AM,01:09 PM,05:50 AM,05:56 PM,24,32,32,27,10,40,83,4.2,1009,31,9,137,6,pontianak
2018-03-12,29,24,0.0,8.8,6,24,01:35 AM,01:57 PM,05:49 AM,05:56 PM,24,30,30,26,10,66,91,12.5,1010,29,8,143,6,pontianak
2018-03-13,27,23,0.0,6.0,6,16,02:22 AM,02:45 PM,05:49 AM,05:56 PM,23,28,28,25,6,83,92,3.1,1011,27,5,134,4,pontianak
2018-03-14,32,23,0.0,11.6,6,9,03:10 AM,03:32 PM,05:49 AM,05:55 PM,24,31,31,27,6,43,85,6.0,1010,32,7,209,4,pontianak
2018-03-15,31,24,0.0,11.6,6,2,03:57 AM,04:19 PM,05:49 AM,05:55 PM,24,31,31,27,5,30,83,3.0,1010,31,9,222,4,pontianak
2018-03-16,33,24,0.0,11.6,6,0,04:43 AM,05:05 PM,05:48 AM,05:55 PM,23,32,32,28,6,30,79,0.5,1010,33,10,108,4,pontianak
2018-03-17,34,23,0.0,11.6,7,0,05:30 AM,05:52 PM,05:48 AM,05:55 PM,23,32,32,28,7,15,78,0.0,1010,34,8,171,5,pontianak
2018-03-18,33,24,0.0,11.6,6,5,06:16 AM,06:38 PM,05:48 AM,05:54 PM,24,32,32,28,7,23,83,3.8,1010,33,8,174,4,pontianak
2018-03-19,32,24,0.0,11.6,6,13,07:03 AM,07:26 PM,05:48 AM,05:54 PM,25,32,32,27,6,35,86,3.9,1010,32,8,233,4,pontianak
2018-03-20,33,25,0.0,11.6,7,20,07:51 AM,08:15 PM,05:47 AM,05:54 PM,24,32,32,28,5,35,80,0.2,1010,33,8,200,4,pontianak
2018-03-21,31,24,0.0,11.6,6,27,08:41 AM,09:06 PM,05:47 AM,05:53 PM,24,31,31,27,11,34,86,5.6,1009,31,8,295,7,pontianak
2018-03-22,33,23,0.0,11.6,7,34,09:34 AM,10:00 PM,05:47 AM,05:53 PM,23,31,31,27,9,28,79,0.2,1008,33,8,180,6,pontianak
2018-03-23,33,24,0.0,11.6,6,42,10:28 AM,10:56 PM,05:46 AM,05:53 PM,24,31,31,27,9,37,83,6.8,1008,33,10,207,5,pontianak
2018-03-24,32,24,0.0,11.6,6,49,11:26 AM,11:54 PM,05:46 AM,05:53 PM,24,31,31,27,6,41,83,3.6,1010,32,10,250,4,pontianak
2018-03-25,31,24,0.0,8.8,6,56,12:24 PM,No moonset,05:46 AM,05:52 PM,23,30,30,26,6,69,85,2.3,1012,31,9,159,4,pontianak
2018-03-26,33,23,0.0,10.2,6,63,01:23 PM,12:52 AM,05:45 AM,05:52 PM,22,30,30,27,7,47,77,0.1,1011,33,8,191,5,pontianak
2018-03-27,31,23,0.0,11.6,6,71,02:20 PM,01:51 AM,05:45 AM,05:52 PM,23,30,30,27,8,34,82,2.8,1011,31,10,186,5,pontianak
2018-03-28,31,23,0.0,11.6,6,78,03:16 PM,02:47 AM,05:45 AM,05:51 PM,23,30,30,27,6,49,82,5.4,1010,31,10,234,4,pontianak
2018-03-29,29,24,0.0,11.6,6,85,04:10 PM,03:42 AM,05:45 AM,05:51 PM,24,30,30,26,8,43,88,6.9,1010,29,9,206,5,pontianak
2018-03-30,31,24,0.0,11.6,6,93,05:01 PM,04:34 AM,05:44 AM,05:51 PM,24,31,31,27,9,26,86,4.0,1010,31,9,245,6,pontianak
2018-03-31,32,23,0.0,11.6,7,96,05:51 PM,05:25 AM,05:44 AM,05:50 PM,23,31,31,27,9,24,78,0.1,1009,32,9,204,6,pontianak
2018-04-01,32,23,0.0,11.6,6,89,06:39 PM,06:14 AM,05:44 AM,05:50 PM,23,31,31,28,10,13,78,0.4,1009,32,10,240,7,pontianak
2018-04-02,34,23,0.0,11.6,7,81,07:27 PM,07:02 AM,05:43 AM,05:50 PM,23,31,31,28,10,13,77,0.0,1009,34,9,238,7,pontianak
2018-04-03,33,23,0.0,11.6,7,74,08:14 PM,07:50 AM,05:43 AM,05:50 PM,23,32,32,28,7,11,76,0.0,1010,33,10,236,5,pontianak
2018-04-04,33,24,0.0,11.6,6,66,09:02 PM,08:37 AM,05:43 AM,05:49 PM,23,32,32,28,7,30,79,1.0,1009,33,9,168,4,pontianak
2018-04-05,32,24,0.0,11.6,6,59,09:51 PM,09:25 AM,05:43 AM,05:49 PM,24,31,31,27,7,35,85,6.7,1008,32,10,188,4,pontianak
2018-04-06,32,24,0.0,11.6,6,51,10:39 PM,10:13 AM,05:42 AM,05:49 PM,24,31,31,27,7,35,86,8.5,1009,32,9,208,5,pontianak
2018-04-07,32,24,0.0,11.6,6,44,11:27 PM,11:02 AM,05:42 AM,05:48 PM,24,31,31,27,9,33,83,3.0,1009,32,9,113,6,pontianak
2018-04-08,34,23,0.0,11.6,7,36,No moonrise,11:50 AM,05:42 AM,05:48 PM,23,31,31,28,7,32,77,0.5,1009,34,9,102,5,pontianak
2018-04-09,32,24,0.0,11.6,6,28,12:15 AM,12:38 PM,05:41 AM,05:48 PM,24,32,32,28,8,29,81,4.7,1010,32,9,148,5,pontianak
2018-04-10,34,24,0.0,11.6,6,21,01:03 AM,01:25 PM,05:41 AM,05:48 PM,24,32,32,28,7,29,79,1.0,1009,34,10,199,5,pontianak
2018-04-11,33,24,0.0,11.6,6,13,01:50 AM,02:11 PM,05:41 AM,05:47 PM,24,32,32,27,8,32,85,9.0,1009,33,9,183,5,pontianak
2018-04-12,32,24,0.0,11.6,6,6,02:36 AM,02:58 PM,05:41 AM,05:47 PM,24,32,32,27,7,39,85,7.1,1008,32,8,171,4,pontianak
2018-04-13,31,24,0.0,10.2,6,0,03:22 AM,03:44 PM,05:40 AM,05:47 PM,25,32,32,27,5,45,86,6.6,1009,31,10,181,3,pontianak
2018-04-14,32,24,0.0,11.6,6,0,04:08 AM,04:30 PM,05:40 AM,05:47 PM,25,32,32,27,8,32,86,9.9,1008,32,9,191,5,pontianak
2018-04-15,30,24,0.0,11.6,6,0,04:55 AM,05:18 PM,05:40 AM,05:46 PM,25,31,31,27,9,34,89,9.1,1008,30,8,312,5,pontianak
2018-04-16,31,24,0.0,10.2,6,1,05:44 AM,06:07 PM,05:40 AM,05:46 PM,24,30,30,27,6,66,87,5.7,1010,31,10,204,4,pontianak
2018-04-17,32,23,0.0,11.6,6,9,06:34 AM,06:59 PM,05:39 AM,05:46 PM,24,31,31,27,7,38,82,2.1,1010,32,9,178,5,pontianak
2018-04-18,32,24,0.0,11.6,6,17,07:27 AM,07:53 PM,05:39 AM,05:46 PM,24,32,32,28,5,38,80,0.3,1010,32,10,170,3,pontianak
2018-04-19,32,25,0.0,11.6,6,24,08:22 AM,08:50 PM,05:39 AM,05:45 PM,24,32,32,28,5,38,82,5.4,1009,32,9,225,4,pontianak
2018-04-20,34,24,0.0,11.6,6,32,09:20 AM,09:49 PM,05:39 AM,05:45 PM,24,33,33,28,7,25,82,5.6,1009,34,9,164,4,pontianak
2018-04-21,30,25,0.0,10.2,6,39,10:19 AM,10:47 PM,05:38 AM,05:45 PM,24,32,32,27,4,38,83,1.2,1009,30,10,127,3,pontianak
2018-04-22,33,24,0.0,11.6,6,47,11:18 AM,11:46 PM,05:38 AM,05:45 PM,24,32,32,28,8,30,84,9.7,1008,33,9,168,5,pontianak
2018-04-23,31,24,0.0,11.6,6,54,12:16 PM,No moonset,05:38 AM,05:45 PM,24,32,32,27,6,34,82,3.8,1008,31,10,211,4,pontianak
2018-04-24,32,24,0.0,11.6,7,62,01:12 PM,12:43 AM,05:38 AM,05:45 PM,24,32,32,28,6,42,78,1.3,1009,32,10,219,4,pontianak
2018-04-25,29,24,0.0,7.4,6,69,02:04 PM,01:37 AM,05:38 AM,05:44 PM,24,30,30,26,6,62,88,7.1,1010,29,10,167,4,pontianak
2018-04-26,31,23,0.0,11.6,6,77,02:55 PM,02:29 AM,05:38 AM,05:44 PM,23,30,30,27,10,59,81,0.6,1009,31,7,142,6,pontianak
2018-04-27,32,24,0.0,11.6,6,85,03:44 PM,03:19 AM,05:37 AM,05:44 PM,24,32,32,28,8,37,80,0.6,1010,32,10,152,5,pontianak
2018-04-28,31,25,0.0,11.6,6,92,04:31 PM,04:07 AM,05:37 AM,05:44 PM,24,31,31,27,8,49,86,2.6,1011,31,10,162,5,pontianak
2018-04-29,34,24,0.0,10.2,7,100,05:19 PM,04:54 AM,05:37 AM,05:44 PM,23,32,32,28,10,52,75,0.0,1010,34,9,157,6,pontianak
2018-04-30,33,24,0.0,11.6,6,100,06:06 PM,05:42 AM,05:37 AM,05:44 PM,23,32,32,28,7,29,75,1.0,1010,33,10,138,5,pontianak
2018-05-01,32,24,0.0,11.6,6,89,06:54 PM,06:29 AM,05:37 AM,05:44 PM,24,32,32,28,6,27,82,6.0,1010,32,9,166,4,pontianak
2018-05-02,32,24,0.0,11.6,6,82,07:42 PM,07:17 AM,05:37 AM,05:43 PM,24,33,33,28,5,22,81,3.0,1011,32,10,217,4,pontianak
2018-05-03,32,24,0.0,11.6,6,75,08:31 PM,08:05 AM,05:37 AM,05:43 PM,24,32,32,28,7,26,83,4.9,1011,32,9,182,4,pontianak
2018-05-04,33,23,0.0,11.6,7,68,09:20 PM,08:54 AM,05:36 AM,05:43 PM,23,32,32,28,8,17,77,0.1,1011,33,9,170,5,pontianak
2018-05-05,34,24,0.0,11.6,8,60,10:08 PM,09:43 AM,05:36 AM,05:43 PM,23,33,33,29,8,15,74,0.0,1011,34,10,162,5,pontianak
2018-05-06,35,24,0.0,11.6,8,53,10:56 PM,10:31 AM,05:36 AM,05:43 PM,24,33,33,29,7,32,75,0.4,1011,35,10,173,5,pontianak
2018-05-07,28,24,0.0,10.2,6,46,11:43 PM,11:18 AM,05:36 AM,05:43 PM,25,31,31,27,6,50,89,7.1,1011,28,9,226,4,pontianak
2018-05-08,30,24,0.0,11.6,7,39,No moonrise,12:05 PM,05:36 AM,05:43 PM,24,30,30,27,6,45,83,0.5,1010,30,8,120,4,pontianak
2018-05-09,35,24,0.0,11.6,8,31,12:28 AM,12:50 PM,05:36 AM,05:43 PM,24,33,33,29,6,26,78,2.3,1010,35,10,160,4,pontianak
2018-05-10,31,25,0.0,11.6,6,24,01:14 AM,01:36 PM,05:36 AM,05:43 PM,25,32,32,28,4,27,85,7.2,1011,31,9,238,2,pontianak
2018-05-11,32,24,0.0,11.6,6,17,02:00 AM,02:21 PM,05:36 AM,05:43 PM,24,32,32,28,4,28,79,2.3,1010,32,10,189,3,pontianak
2018-05-12,33,24,0.0,11.6,6,9,02:45 AM,03:08 PM,05:36 AM,05:43 PM,24,32,32,27,8,32,84,7.4,1010,33,9,179,5,pontianak
2018-05-13,33,24,0.0,11.6,7,2,03:33 AM,03:56 PM,05:36 AM,05:43 PM,24,32,32,28,7,27,79,1.3,1009,33,8,163,5,pontianak
2018-05-14,32,24,0.0,11.6,6,0,04:22 AM,04:47 PM,05:36 AM,05:43 PM,24,32,32,28,6,39,84,5.7,1009,32,9,110,4,pontianak
2018-05-15,32,24,0.0,10.2,6,0,05:15 AM,05:41 PM,05:36 AM,05:43 PM,24,32,32,28,6,65,83,14.7,1008,32,9,200,4,pontianak
2018-05-16,33,24,0.0,11.6,6,5,06:10 AM,06:37 PM,05:36 AM,05:43 PM,24,32,32,28,6,56,82,2.1,1008,33,10,189,4,pontianak
2018-05-17,31,25,0.0,8.8,6,12,07:09 AM,07:38 PM,05:36 AM,05:43 PM,25,32,32,27,4,74,85,1.8,1008,31,9,140,3,pontianak
2018-05-18,32,25,0.0,11.6,6,19,08:09 AM,08:38 PM,05:36 AM,05:43 PM,25,32,32,28,7,52,85,6.8,1007,32,10,156,4,pontianak
2018-05-19,30,25,0.0,6.0,6,27,09:11 AM,09:40 PM,05:36 AM,05:43 PM,24,31,31,27,6,76,87,2.8,1007,30,10,173,4,pontianak
2018-05-20,32,24,0.0,8.8,6,34,10:10 AM,10:38 PM,05:36 AM,05:43 PM,24,31,31,28,6,63,80,0.1,1008,32,8,162,4,pontianak
2018-05-21,32,24,0.0,11.6,7,41,11:08 AM,11:34 PM,05:36 AM,05:43 PM,24,32,32,28,6,29,81,4.2,1008,32,9,172,4,pontianak
2018-05-22,32,24,0.0,11.6,6,48,12:02 PM,No moonset,05:36 AM,05:43 PM,24,33,33,28,6,32,82,1.4,1008,32,10,178,4,pontianak
2018-05-23,29,25,0.0,8.8,6,56,12:53 PM,12:27 AM,05:36 AM,05:43 PM,25,31,31,27,8,48,91,1.0,1009,29,9,244,5,pontianak
2018-05-24,30,24,0.0,10.2,6,63,01:42 PM,01:17 AM,05:36 AM,05:43 PM,25,31,31,27,5,42,88,6.2,1009,30,9,185,3,pontianak
2018-05-25,32,24,0.0,11.6,7,70,02:29 PM,02:04 AM,05:36 AM,05:43 PM,25,32,32,27,5,33,87,0.0,1008,32,9,207,3,pontianak
2018-05-26,31,24,0.0,11.6,6,78,03:16 PM,02:51 AM,05:36 AM,05:44 PM,25,32,32,27,7,31,85,7.3,1008,31,9,170,4,pontianak
2018-05-27,29,24,0.0,11.6,6,85,04:02 PM,03:38 AM,05:37 AM,05:44 PM,25,31,31,27,8,42,89,10.5,1009,29,9,287,5,pontianak
2018-05-28,29,24,0.0,7.4,6,92,04:49 PM,04:24 AM,05:37 AM,05:44 PM,24,29,29,26,4,78,92,5.3,1010,29,9,234,2,pontianak
2018-05-29,32,23,0.0,11.6,6,99,05:37 PM,05:12 AM,05:37 AM,05:44 PM,24,31,31,27,6,43,84,2.6,1009,32,8,162,4,pontianak
2018-05-30,27,24,0.0,7.4,6,100,06:24 PM,05:59 AM,05:37 AM,05:44 PM,24,30,30,26,4,69,91,1.7,1009,27,9,198,2,pontianak
2018-05-31,30,24,0.0,7.4,6,89,07:14 PM,06:48 AM,05:37 AM,05:44 PM,24,30,30,26,5,67,87,2.7,1010,30,8,183,3,pontianak
2018-06-01,31,24,0.0,11.6,7,74,08:02 PM,07:37 AM,05:37 AM,05:44 PM,24,31,31,27,8,25,85,0.2,1010,31,8,176,6,pontianak
2018-06-02,31,24,0.0,11.6,6,67,08:50 PM,08:25 AM,05:37 AM,05:45 PM,24,31,31,27,6,27,85,2.1,1010,31,10,188,4,pontianak
2018-06-03,32,24,0.0,11.6,6,59,09:38 PM,09:13 AM,05:38 AM,05:45 PM,24,32,32,28,7,22,82,0.7,1009,32,8,165,5,pontianak
2018-06-04,34,24,0.0,11.6,8,52,10:23 PM,10:00 AM,05:38 AM,05:45 PM,24,33,33,29,8,13,77,0.0,1009,34,10,175,5,pontianak
2018-06-05,34,24,0.0,11.6,8,44,11:09 PM,10:45 AM,05:38 AM,05:45 PM,24,33,33,29,9,8,76,0.0,1009,34,10,177,6,pontianak
2018-06-06,34,24,0.0,11.6,8,36,11:53 PM,11:30 AM,05:38 AM,05:45 PM,24,33,33,29,9,23,79,0.0,1010,34,9,178,6,pontianak
2018-06-07,33,25,0.0,11.6,8,29,No moonrise,12:14 PM,05:38 AM,05:45 PM,24,34,34,29,9,16,79,0.1,1010,33,9,187,6,pontianak
2018-06-08,33,24,0.0,11.6,7,21,12:38 AM,12:59 PM,05:38 AM,05:46 PM,24,33,33,28,11,15,81,0.6,1009,33,10,175,7,pontianak
2018-06-09,34,24,0.0,11.6,8,14,01:24 AM,01:46 PM,05:39 AM,05:46 PM,23,33,33,29,9,15,76,0.0,1010,34,8,175,7,pontianak
2018-06-10,33,24,0.0,11.6,7,6,02:11 AM,02:34 PM,05:39 AM,05:46 PM,24,33,33,28,11,15,78,0.0,1011,33,9,170,7,pontianak
2018-06-11,35,24,0.0,11.6,6,0,03:01 AM,03:26 PM,05:39 AM,05:46 PM,24,32,32,28,10,24,79,0.5,1010,35,9,170,6,pontianak
2018-06-12,32,24,0.0,11.6,6,0,03:54 AM,04:21 PM,05:39 AM,05:46 PM,24,32,32,28,9,26,83,4.9,1010,32,10,157,6,pontianak
2018-06-13,33,24,0.0,10.2,7,0,04:51 AM,05:20 PM,05:39 AM,05:47 PM,23,32,32,28,6,36,78,3.9,1010,33,10,154,4,pontianak
2018-06-14,35,24,0.0,11.6,6,1,05:52 AM,06:22 PM,05:40 AM,05:47 PM,24,33,33,28,9,18,81,0.6,1009,35,9,153,6,pontianak
2018-06-15,34,25,0.0,10.2,6,9,06:55 AM,07:25 PM,05:40 AM,05:47 PM,24,32,32,28,10,41,84,1.4,1010,34,8,168,7,pontianak
2018-06-16,32,24,0.0,11.6,7,16,07:58 AM,08:27 PM,05:40 AM,05:47 PM,23,31,31,27,11,36,77,0.7,1010,32,10,144,7,pontianak
2018-06-17,34,24,0.0,11.6,8,24,08:58 AM,09:26 PM,05:40 AM,05:47 PM,23,32,32,29,8,17,72,0.0,1009,34,10,150,5,pontianak
2018-06-18,34,24,0.0,11.6,8,31,09:56 AM,10:22 PM,05:40 AM,05:48 PM,24,34,34,29,8,14,76,0.2,1009,34,10,152,5,pontianak
2018-06-19,31,25,0.0,11.6,6,39,10:49 AM,11:14 PM,05:41 AM,05:48 PM,25,32,32,28,8,23,83,2.3,1010,31,9,151,6,pontianak
2018-06-20,34,24,0.0,10.2,7,46,11:40 AM,No moonset,05:41 AM,05:48 PM,23,31,31,28,9,27,76,1.4,1011,34,9,120,6,pontianak
2018-06-21,34,22,0.0,11.6,8,54,12:28 PM,12:03 AM,05:41 AM,05:48 PM,21,31,31,28,7,20,69,0.0,1011,34,10,113,5,pontianak
2018-06-22,33,24,0.0,11.6,6,61,01:15 PM,12:50 AM,05:41 AM,05:49 PM,23,32,32,28,6,30,77,2.2,1010,33,10,137,4,pontianak
2018-06-23,32,24,0.0,11.6,6,69,02:00 PM,01:37 AM,05:42 AM,05:49 PM,24,31,31,27,7,45,81,2.3,1009,32,10,143,5,pontianak
2018-06-24,32,24,0.0,8.8,6,77,02:46 PM,02:22 AM,05:42 AM,05:49 PM,24,30,30,26,5,63,87,5.8,1010,32,10,203,3,pontianak
2018-06-25,28,24,0.0,11.6,6,84,03:34 PM,03:09 AM,05:42 AM,05:49 PM,24,29,29,26,7,46,88,1.3,1010,28,10,250,5,pontianak
2018-06-26,31,23,0.0,11.6,7,92,04:21 PM,03:56 AM,05:42 AM,05:49 PM,22,30,30,27,5,42,78,0.1,1011,31,10,209,4,pontianak
2018-06-27,31,23,0.0,11.6,6,99,05:09 PM,04:44 AM,05:42 AM,05:50 PM,23,30,30,27,8,39,82,4.0,1010,31,10,183,5,pontianak
2018-06-28,32,24,0.0,11.6,6,100,05:58 PM,05:33 AM,05:43 AM,05:50 PM,23,30,30,26,7,58,85,8.4,1010,32,9,157,4,pontianak
2018-06-29,33,23,0.0,11.6,7,86,06:46 PM,06:21 AM,05:43 AM,05:50 PM,23,30,30,27,7,37,82,0.0,1009,33,9,169,4,pontianak
2018-06-30,32,24,0.0,11.6,6,78,07:34 PM,07:09 AM,05:43 AM,05:50 PM,24,31,31,27,6,40,82,8.2,1009,32,10,171,4,pontianak
2018-07-01,30,23,0.0,10.2,6,75,08:20 PM,07:56 AM,05:43 AM,05:50 PM,23,29,29,26,9,53,85,0.0,1010,30,10,117,6,pontianak
2018-07-02,29,23,0.0,10.2,6,68,09:06 PM,08:42 AM,05:43 AM,05:51 PM,23,29,29,26,6,70,85,1.5,1011,29,9,138,4,pontianak
2018-07-03,28,23,0.0,7.4,6,61,09:50 PM,09:27 AM,05:44 AM,05:51 PM,23,28,28,25,7,83,90,8.5,1011,28,7,122,4,pontianak
2018-07-04,29,23,0.0,8.8,6,54,10:34 PM,10:11 AM,05:44 AM,05:51 PM,23,29,29,25,11,54,89,2.9,1010,29,7,133,7,pontianak
2018-07-05,29,23,0.0,11.6,6,46,11:18 PM,10:55 AM,05:44 AM,05:51 PM,23,29,29,25,15,34,88,3.6,1010,29,7,155,9,pontianak
2018-07-06,32,23,0.0,10.2,6,39,No moonrise,11:39 AM,05:44 AM,05:51 PM,22,29,29,26,15,42,80,0.2,1009,32,8,156,10,pontianak
2018-07-07,33,23,0.0,11.6,7,32,12:03 AM,12:25 PM,05:44 AM,05:51 PM,23,31,31,27,12,20,77,0.0,1008,33,10,167,8,pontianak
2018-07-08,34,24,0.0,11.6,6,24,12:50 AM,01:14 PM,05:44 AM,05:52 PM,24,32,32,28,12,24,80,0.5,1008,34,8,173,8,pontianak
2018-07-09,33,24,0.0,11.6,7,17,01:41 AM,02:05 PM,05:45 AM,05:52 PM,24,32,32,28,15,21,81,0.3,1008,33,9,169,10,pontianak
2018-07-10,33,24,0.0,11.6,7,10,02:34 AM,03:02 PM,05:45 AM,05:52 PM,23,31,31,27,13,19,80,0.0,1009,33,9,175,9,pontianak
2018-07-11,33,24,0.0,11.6,7,3,03:33 AM,04:01 PM,05:45 AM,05:52 PM,22,30,30,27,14,16,75,0.0,1010,33,10,177,9,pontianak
2018-07-12,33,24,0.0,11.6,7,0,04:34 AM,05:04 PM,05:45 AM,05:52 PM,22,30,30,28,12,13,73,0.0,1009,33,10,171,8,pontianak
2018-07-13,34,23,0.0,11.6,7,0,05:38 AM,06:08 PM,05:45 AM,05:52 PM,21,30,30,27,14,9,72,0.0,1008,34,10,178,10,pontianak
2018-07-14,32,23,0.0,11.6,7,4,06:40 AM,07:10 PM,05:45 AM,05:52 PM,22,30,30,27,14,6,75,0.0,1008,32,10,178,9,pontianak
2018-07-15,32,23,0.0,11.6,7,12,07:42 AM,08:09 PM,05:45 AM,05:52 PM,22,30,30,27,14,11,74,0.0,1009,32,9,176,9,pontianak
2018-07-16,33,24,0.0,11.6,7,19,08:39 AM,09:05 PM,05:45 AM,05:52 PM,22,31,31,28,13,16,75,0.0,1008,33,9,170,9,pontianak
2018-07-17,33,23,0.0,11.6,7,26,09:33 AM,09:57 PM,05:46 AM,05:53 PM,22,31,31,28,14,9,75,0.0,1007,33,9,169,10,pontianak
2018-07-18,34,24,0.0,11.6,8,34,10:23 AM,10:46 PM,05:46 AM,05:53 PM,23,31,31,28,16,13,75,0.0,1008,34,8,171,11,pontianak
2018-07-19,35,24,0.0,11.6,8,41,11:11 AM,11:34 PM,05:46 AM,05:53 PM,22,32,32,29,13,12,72,0.0,1009,35,10,174,9,pontianak
2018-07-20,35,24,0.0,11.6,8,48,11:58 AM,No moonset,05:46 AM,05:53 PM,23,33,33,29,12,19,75,0.0,1009,35,9,177,8,pontianak
2018-07-21,32,25,0.0,7.4,6,55,12:45 PM,12:20 AM,05:46 AM,05:53 PM,24,32,32,28,12,54,81,0.0,1010,32,8,187,8,pontianak
2018-07-22,34,24,0.0,10.2,6,63,01:32 PM,01:07 AM,05:46 AM,05:53 PM,23,31,31,28,10,64,76,0.0,1011,34,10,167,7,pontianak
2018-07-23,34,25,0.0,11.6,8,70,02:18 PM,01:54 AM,05:46 AM,05:53 PM,22,32,32,29,12,21,72,0.0,1009,34,10,164,9,pontianak
2018-07-24,34,24,0.0,11.6,8,77,03:06 PM,02:41 AM,05:46 AM,05:53 PM,23,32,32,28,13,16,74,0.0,1009,34,10,160,9,pontianak
2018-07-25,34,24,0.0,11.6,8,84,03:55 PM,03:30 AM,05:46 AM,05:53 PM,23,32,32,28,10,15,76,0.0,1010,34,10,177,7,pontianak
2018-07-26,33,24,0.0,11.6,6,92,04:43 PM,04:18 AM,05:46 AM,05:53 PM,24,32,32,28,9,26,83,3.7,1010,33,9,178,6,pontianak
2018-07-27,32,24,0.0,11.6,6,99,05:31 PM,05:06 AM,05:46 AM,05:53 PM,24,32,32,28,12,35,82,0.3,1010,32,8,174,8,pontianak
2018-07-28,31,24,0.0,11.6,6,100,06:18 PM,05:54 AM,05:46 AM,05:53 PM,24,31,31,27,11,41,84,2.6,1009,31,7,164,8,pontianak
2018-07-29,33,24,0.0,11.6,6,86,07:04 PM,06:40 AM,05:46 AM,05:53 PM,24,31,31,28,9,28,81,1.1,1009,33,9,164,6,pontianak
2018-07-30,31,24,0.0,11.6,6,79,07:49 PM,07:25 AM,05:46 AM,05:53 PM,24,31,31,27,11,41,84,3.5,1009,31,9,160,7,pontianak
2018-07-31,30,24,0.0,8.8,6,75,08:32 PM,08:09 AM,05:46 AM,05:53 PM,23,30,30,26,8,61,83,2.4,1010,30,9,139,5,pontianak
2018-08-01,28,23,0.0,7.4,6,65,09:16 PM,08:53 AM,05:46 AM,05:53 PM,23,28,28,25,5,72,89,4.8,1013,28,8,151,3,pontianak
2018-08-02,33,22,0.0,10.2,6,57,10:00 PM,09:37 AM,05:46 AM,05:53 PM,21,29,29,26,11,40,77,0.0,1012,33,10,149,7,pontianak
2018-08-03,33,22,0.0,11.6,7,50,10:45 PM,10:21 AM,05:46 AM,05:53 PM,21,30,30,27,13,23,73,0.0,1010,33,10,166,9,pontianak
2018-08-04,32,23,0.0,11.6,7,43,11:33 PM,11:08 AM,05:46 AM,05:52 PM,22,30,30,27,14,15,75,0.0,1010,32,10,167,10,pontianak
2018-08-05,33,24,0.0,11.6,7,36,No moonrise,11:56 AM,05:46 AM,05:52 PM,22,30,30,27,15,16,74,0.0,1010,33,10,174,10,pontianak
2018-08-06,33,23,0.0,11.6,7,28,12:23 AM,12:49 PM,05:45 AM,05:52 PM,22,30,30,27,13,25,73,0.2,1009,33,10,172,9,pontianak
2018-08-07,34,24,0.0,11.6,7,21,01:18 AM,01:45 PM,05:45 AM,05:52 PM,22,31,31,28,14,21,75,0.0,1009,34,10,170,9,pontianak
2018-08-08,33,24,0.0,11.6,7,14,02:15 AM,02:45 PM,05:45 AM,05:52 PM,22,30,30,28,11,29,75,0.0,1009,33,10,182,8,pontianak
2018-08-09,33,24,0.0,11.6,6,6,03:17 AM,03:47 PM,05:45 AM,05:52 PM,23,31,31,28,10,33,76,0.0,1010,33,9,172,7,pontianak
2018-08-10,35,24,0.0,11.6,8,0,04:19 AM,04:50 PM,05:45 AM,05:52 PM,22,32,32,28,14,16,73,0.1,1010,35,9,177,10,pontianak
2018-08-11,35,24,0.0,11.6,8,0,05:22 AM,05:51 PM,05:45 AM,05:52 PM,22,32,32,28,13,13,73,0.0,1010,35,9,176,9,pontianak
2018-08-12,34,24,0.0,11.6,8,1,06:22 AM,06:49 PM,05:45 AM,05:51 PM,23,32,32,28,12,11,73,0.0,1010,34,9,180,8,pontianak
2018-08-13,34,24,0.0,11.6,8,8,07:19 AM,07:45 PM,05:45 AM,05:51 PM,22,32,32,28,13,15,72,0.0,1010,34,9,172,9,pontianak
2018-08-14,35,24,0.0,11.6,8,15,08:12 AM,08:36 PM,05:44 AM,05:51 PM,23,32,32,29,14,10,72,0.0,1009,35,10,170,10,pontianak
2018-08-15,35,24,0.0,11.6,8,22,09:03 AM,09:27 PM,05:44 AM,05:51 PM,23,32,32,29,15,8,72,0.0,1009,35,10,174,10,pontianak
