date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-08-16,33,24,0.0,11.6,7,30,09:52 AM,10:14 PM,05:44 AM,05:51 PM,23,31,31,28,12,14,75,0.0,1008,33,10,181,8,pontianak
2018-08-17,34,24,0.0,11.6,7,37,10:39 AM,11:02 PM,05:44 AM,05:50 PM,22,31,31,28,15,10,72,0.0,1008,34,10,172,10,pontianak
2018-08-18,35,23,0.0,11.6,7,44,11:27 AM,11:50 PM,05:44 AM,05:50 PM,21,30,30,28,16,7,68,0.0,1008,35,10,170,11,pontianak
2018-08-19,35,23,0.0,11.6,8,51,12:15 PM,No moonset,05:43 AM,05:50 PM,21,30,30,28,15,5,67,0.0,1009,35,10,171,10,pontianak
2018-08-20,36,23,0.0,11.6,8,59,01:03 PM,12:37 AM,05:43 AM,05:50 PM,22,32,32,29,11,6,68,0.0,1009,36,10,172,8,pontianak
2018-08-21,35,24,0.0,11.6,8,66,01:51 PM,01:26 AM,05:43 AM,05:49 PM,23,32,32,28,12,27,76,0.0,1009,35,8,176,9,pontianak
2018-08-22,35,24,0.0,11.6,8,73,02:39 PM,02:14 AM,05:43 AM,05:49 PM,23,32,32,28,16,23,73,1.0,1008,35,10,173,10,pontianak
2018-08-23,34,24,0.0,11.6,8,81,03:28 PM,03:02 AM,05:42 AM,05:49 PM,21,31,31,28,15,13,68,0.0,1010,34,10,174,10,pontianak
2018-08-24,34,24,0.0,11.6,8,88,04:15 PM,03:50 AM,05:42 AM,05:49 PM,22,32,32,29,10,18,68,0.0,1010,34,10,158,7,pontianak
2018-08-25,35,25,0.0,11.6,6,95,05:01 PM,04:37 AM,05:42 AM,05:48 PM,23,32,32,28,8,52,74,0.8,1009,35,10,151,5,pontianak
2018-08-26,33,24,0.0,10.2,6,100,05:47 PM,05:23 AM,05:42 AM,05:48 PM,23,31,31,28,10,54,80,1.3,1009,33,9,158,6,pontianak
2018-08-27,34,24,0.0,11.6,7,100,06:31 PM,06:07 AM,05:41 AM,05:48 PM,23,32,32,28,10,37,76,0.9,1009,34,10,169,7,pontianak
2018-08-28,33,25,0.0,11.6,6,83,07:15 PM,06:52 AM,05:41 AM,05:48 PM,24,33,33,28,7,36,80,6.2,1010,33,9,155,5,pontianak
2018-08-29,32,24,0.0,10.2,6,76,07:59 PM,07:36 AM,05:41 AM,05:47 PM,23,31,31,27,6,54,80,2.0,1011,32,10,129,4,pontianak
2018-08-30,36,23,0.0,11.6,7,69,08:43 PM,08:20 AM,05:40 AM,05:47 PM,22,31,31,28,9,30,74,0.0,1010,36,10,149,6,pontianak
2018-08-31,33,24,0.0,10.2,6,65,09:30 PM,09:05 AM,05:40 AM,05:47 PM,23,32,32,28,6,34,79,0.6,1010,33,10,161,4,pontianak
2018-09-01,28,24,0.0,8.8,6,48,10:18 PM,09:53 AM,05:40 AM,05:46 PM,22,28,28,26,7,57,81,1.6,1012,28,9,143,4,pontianak
2018-09-02,35,23,0.0,10.2,6,41,11:10 PM,10:43 AM,05:40 AM,05:46 PM,21,30,30,27,8,52,70,0.0,1011,35,10,155,6,pontianak
2018-09-03,34,23,0.0,11.6,7,33,No moonrise,11:36 AM,05:39 AM,05:46 PM,22,31,31,28,13,14,71,0.0,1011,34,10,175,9,pontianak
2018-09-04,34,23,0.0,11.6,7,26,12:05 AM,12:32 PM,05:39 AM,05:45 PM,22,31,31,28,11,18,73,0.1,1011,34,9,179,8,pontianak
2018-09-05,32,24,0.0,11.6,7,18,01:03 AM,01:32 PM,05:39 AM,05:45 PM,23,31,31,27,9,23,78,0.1,1011,32,10,182,6,pontianak
2018-09-06,35,23,0.0,10.2,6,11,02:03 AM,02:32 PM,05:38 AM,05:45 PM,22,31,31,28,8,53,75,1.4,1010,35,9,157,6,pontianak
2018-09-07,34,23,0.0,11.6,8,3,03:04 AM,03:33 PM,05:38 AM,05:44 PM,21,31,31,28,11,28,70,0.0,1009,34,10,168,7,pontianak
2018-09-08,33,24,0.0,11.6,6,0,04:04 AM,04:32 PM,05:38 AM,05:44 PM,23,32,32,28,9,23,77,0.1,1009,33,10,170,7,pontianak
2018-09-09,32,24,0.0,11.6,6,0,05:02 AM,05:28 PM,05:37 AM,05:44 PM,24,32,32,28,7,39,81,6.6,1010,32,9,185,5,pontianak
2018-09-10,31,24,0.0,11.6,6,0,05:57 AM,06:22 PM,05:37 AM,05:43 PM,24,31,31,27,6,29,84,7.9,1012,31,9,176,3,pontianak
2018-09-11,28,23,0.0,10.2,6,4,06:49 AM,07:14 PM,05:37 AM,05:43 PM,23,28,28,25,8,56,89,1.8,1013,28,10,57,5,pontianak
2018-09-12,32,23,0.0,11.6,6,12,07:40 AM,08:04 PM,05:36 AM,05:43 PM,22,30,30,27,11,17,78,0.6,1011,32,10,171,7,pontianak
2018-09-13,33,23,0.0,11.6,7,19,08:29 AM,08:53 PM,05:36 AM,05:42 PM,21,30,30,27,13,4,72,0.0,1009,33,10,169,9,pontianak
2018-09-14,33,23,0.0,10.2,6,27,09:19 AM,09:42 PM,05:35 AM,05:42 PM,21,29,29,27,14,26,71,0.0,1010,33,10,178,10,pontianak
2018-09-15,34,23,0.0,11.6,7,34,10:07 AM,10:31 PM,05:35 AM,05:42 PM,21,30,30,27,14,3,70,0.0,1009,34,10,175,10,pontianak
2018-09-16,34,23,0.0,11.6,7,42,10:56 AM,11:20 PM,05:35 AM,05:41 PM,20,30,30,28,14,3,68,0.0,1008,34,10,178,10,pontianak
2018-09-17,37,23,0.0,11.6,8,49,11:45 AM,No moonset,05:34 AM,05:41 PM,22,31,31,28,10,28,74,1.3,1009,37,9,182,7,pontianak
2018-09-18,33,24,0.0,11.6,6,57,12:34 PM,12:08 AM,05:34 AM,05:40 PM,24,31,31,27,6,44,82,5.2,1010,33,10,197,4,pontianak
2018-09-19,31,24,0.0,10.2,6,64,01:23 PM,12:57 AM,05:34 AM,05:40 PM,23,30,30,26,7,58,85,6.4,1010,31,10,210,4,pontianak
2018-09-20,32,23,0.0,8.8,6,72,02:10 PM,01:46 AM,05:33 AM,05:40 PM,22,30,30,27,7,48,79,2.7,1010,32,10,141,5,pontianak
2018-09-21,32,24,0.0,10.2,6,80,02:57 PM,02:32 AM,05:33 AM,05:39 PM,23,30,30,27,9,59,79,1.6,1011,32,10,165,6,pontianak
2018-09-22,34,24,0.0,11.6,8,87,03:43 PM,03:19 AM,05:33 AM,05:39 PM,22,31,31,28,12,33,71,0.0,1012,34,10,169,8,pontianak
2018-09-23,35,24,0.0,11.6,8,95,04:27 PM,04:04 AM,05:32 AM,05:39 PM,22,32,32,29,9,10,70,0.0,1011,35,10,167,6,pontianak
2018-09-24,34,24,0.0,11.6,6,100,05:12 PM,04:48 AM,05:32 AM,05:38 PM,24,33,33,28,6,25,78,1.4,1011,34,9,208,4,pontianak
2018-09-25,30,24,0.0,10.2,6,100,05:56 PM,05:33 AM,05:32 AM,05:38 PM,24,31,31,27,5,40,85,4.7,1011,30,10,263,3,pontianak
2018-09-26,32,23,0.0,10.2,6,83,06:41 PM,06:17 AM,05:31 AM,05:38 PM,23,31,31,27,7,52,81,4.4,1010,32,9,149,4,pontianak
2018-09-27,33,24,0.0,11.6,6,75,07:28 PM,07:03 AM,05:31 AM,05:37 PM,24,32,32,28,7,32,80,2.2,1010,33,10,161,5,pontianak
2018-09-28,34,24,0.0,11.6,7,68,08:16 PM,07:51 AM,05:31 AM,05:37 PM,23,32,32,28,8,28,76,0.0,1009,34,9,163,6,pontianak
2018-09-29,34,24,0.0,10.2,6,60,09:07 PM,08:40 AM,05:30 AM,05:37 PM,23,32,32,28,6,30,77,3.7,1009,34,10,177,4,pontianak
2018-09-30,33,24,0.0,11.6,8,52,10:01 PM,09:32 AM,05:30 AM,05:36 PM,23,33,33,29,7,26,75,0.6,1009,33,9,157,5,pontianak
2018-10-01,30,25,0.0,11.6,6,51,10:57 PM,10:27 AM,05:29 AM,05:36 PM,25,32,32,27,5,48,87,10.3,1009,30,7,151,3,pontianak
2018-10-02,34,24,0.0,11.6,6,43,11:55 PM,11:25 AM,05:29 AM,05:36 PM,24,32,32,28,6,39,80,3.5,1009,34,10,183,4,pontianak
2018-10-03,34,25,0.0,11.6,6,36,No moonrise,12:23 PM,05:29 AM,05:35 PM,24,33,33,28,4,36,80,4.0,1010,34,9,174,3,pontianak
2018-10-04,33,24,0.0,10.2,6,29,12:54 AM,01:22 PM,05:29 AM,05:35 PM,24,33,33,28,8,29,80,1.0,1009,33,10,159,5,pontianak
2018-10-05,33,25,0.0,10.2,6,21,01:52 AM,02:19 PM,05:28 AM,05:35 PM,24,32,32,28,5,38,83,6.2,1010,33,10,200,3,pontianak
2018-10-06,33,24,0.0,11.6,6,14,02:49 AM,03:15 PM,05:28 AM,05:34 PM,24,32,32,28,7,40,82,6.7,1010,33,9,141,4,pontianak
2018-10-07,32,25,0.0,10.2,6,7,03:44 AM,04:09 PM,05:28 AM,05:34 PM,24,32,32,28,6,44,83,7.2,1010,32,10,231,4,pontianak
2018-10-08,32,25,0.0,11.6,6,0,04:36 AM,05:01 PM,05:27 AM,05:34 PM,24,32,32,27,4,36,83,7.1,1009,32,10,190,3,pontianak
2018-10-09,30,24,0.0,11.6,6,0,05:27 AM,05:51 PM,05:27 AM,05:34 PM,24,31,31,27,5,37,84,4.5,1009,30,10,236,3,pontianak
2018-10-10,32,24,0.0,11.6,6,0,06:17 AM,06:41 PM,05:27 AM,05:33 PM,24,31,31,27,5,39,83,5.7,1009,32,10,180,3,pontianak
2018-10-11,29,24,0.0,10.2,6,7,07:07 AM,07:31 PM,05:26 AM,05:33 PM,24,30,30,26,5,52,87,6.5,1010,29,9,276,3,pontianak
2018-10-12,30,24,0.0,10.2,6,15,07:57 AM,08:20 PM,05:26 AM,05:33 PM,24,30,30,27,8,52,85,8.5,1011,30,9,245,5,pontianak
2018-10-13,27,24,0.0,7.4,6,22,08:47 AM,09:11 PM,05:26 AM,05:33 PM,24,28,28,25,10,72,91,8.3,1012,27,8,213,6,pontianak
2018-10-14,32,24,0.0,10.2,6,29,09:37 AM,10:00 PM,05:26 AM,05:32 PM,23,29,29,26,8,64,82,4.4,1013,32,10,216,5,pontianak
2018-10-15,31,23,0.0,11.6,6,36,10:26 AM,10:50 PM,05:25 AM,05:32 PM,23,31,31,27,6,45,80,4.0,1012,31,10,164,4,pontianak
2018-10-16,32,24,0.0,11.6,6,44,11:16 AM,11:39 PM,05:25 AM,05:32 PM,24,31,31,27,7,30,84,10.9,1011,32,9,167,4,pontianak
2018-10-17,31,24,0.0,11.6,6,51,12:04 PM,No moonset,05:25 AM,05:32 PM,24,31,31,27,6,32,83,7.7,1011,31,9,149,4,pontianak
2018-10-18,29,24,0.0,10.2,6,58,12:51 PM,12:26 AM,05:25 AM,05:32 PM,23,29,29,26,7,65,87,0.3,1011,29,9,284,4,pontianak
2018-10-19,32,23,0.0,10.2,6,66,01:37 PM,01:13 AM,05:25 AM,05:31 PM,23,30,30,27,8,48,80,1.9,1011,32,10,138,5,pontianak
2018-10-20,31,24,0.0,11.6,6,73,02:22 PM,01:58 AM,05:24 AM,05:31 PM,24,31,31,27,8,43,83,5.1,1012,31,10,173,5,pontianak
2018-10-21,32,24,0.0,10.2,6,80,03:06 PM,02:43 AM,05:24 AM,05:31 PM,22,30,30,27,6,47,77,0.6,1012,32,10,126,4,pontianak
2018-10-22,33,24,0.0,11.6,6,87,03:51 PM,03:28 AM,05:24 AM,05:31 PM,23,31,31,28,5,23,78,1.8,1011,33,10,108,4,pontianak
2018-10-23,34,24,0.0,11.6,7,95,04:35 PM,04:12 AM,05:24 AM,05:31 PM,24,32,32,28,8,20,79,0.9,1011,34,10,174,5,pontianak
2018-10-24,33,24,0.0,11.6,6,100,05:22 PM,04:58 AM,05:24 AM,05:31 PM,24,32,32,28,6,33,80,2.4,1011,33,10,229,4,pontianak
2018-10-25,33,24,0.0,11.6,6,100,06:10 PM,05:45 AM,05:24 AM,05:31 PM,24,32,32,28,6,38,81,5.8,1012,33,10,214,3,pontianak
2018-10-26,33,24,0.0,10.2,6,84,07:02 PM,06:34 AM,05:24 AM,05:30 PM,24,31,31,27,6,47,83,8.1,1012,33,9,155,4,pontianak
2018-10-27,33,23,0.0,11.6,6,76,07:56 PM,07:27 AM,05:23 AM,05:30 PM,23,32,32,28,6,35,78,0.9,1011,33,10,187,4,pontianak
2018-10-28,33,25,0.0,10.2,6,69,08:52 PM,08:22 AM,05:23 AM,05:30 PM,24,32,32,28,5,41,83,3.9,1010,33,10,224,4,pontianak
2018-10-29,33,24,0.0,11.6,6,62,09:51 PM,09:20 AM,05:23 AM,05:30 PM,24,33,33,28,6,20,81,7.6,1009,33,9,177,4,pontianak
2018-10-30,33,24,0.0,11.6,7,54,10:49 PM,10:18 AM,05:23 AM,05:30 PM,24,32,32,28,7,29,81,0.0,1009,33,10,168,5,pontianak
2018-10-31,30,24,0.0,10.2,6,51,11:47 PM,11:17 AM,05:23 AM,05:30 PM,24,31,31,27,5,46,84,0.0,1009,30,10,167,4,pontianak
2018-11-01,33,24,0.0,10.2,6,34,No moonrise,12:14 PM,05:23 AM,05:30 PM,23,31,31,27,7,43,80,2.6,1009,33,10,178,4,pontianak
2018-11-02,32,24,0.0,10.2,6,26,12:43 AM,01:09 PM,05:23 AM,05:30 PM,24,32,32,27,7,49,84,4.9,1010,32,9,118,5,pontianak
2018-11-03,33,24,0.0,11.6,6,19,01:37 AM,02:02 PM,05:23 AM,05:30 PM,24,32,32,28,6,41,83,5.6,1010,33,10,207,4,pontianak
2018-11-04,32,24,0.0,11.6,6,11,02:28 AM,02:52 PM,05:23 AM,05:30 PM,24,32,32,27,6,30,84,5.8,1010,32,9,220,4,pontianak
2018-11-05,32,24,0.0,11.6,6,4,03:19 AM,03:42 PM,05:23 AM,05:30 PM,24,32,32,28,6,26,79,0.7,1009,32,10,216,4,pontianak
2018-11-06,32,25,0.0,11.6,7,0,04:08 AM,04:31 PM,05:23 AM,05:30 PM,24,32,32,28,8,37,84,4.0,1008,32,10,229,5,pontianak
2018-11-07,32,25,0.0,11.6,6,0,04:57 AM,05:20 PM,05:23 AM,05:30 PM,25,32,32,28,6,50,84,3.2,1009,32,10,259,4,pontianak
2018-11-08,33,24,0.0,11.6,6,0,05:46 AM,06:10 PM,05:23 AM,05:30 PM,24,32,32,28,6,48,80,3.1,1008,33,10,177,4,pontianak
2018-11-09,33,24,0.0,11.6,7,4,06:36 AM,07:00 PM,05:23 AM,05:30 PM,24,32,32,28,6,38,78,0.0,1008,33,10,188,4,pontianak
2018-11-10,31,25,0.0,8.8,6,11,07:27 AM,07:51 PM,05:23 AM,05:30 PM,24,32,32,27,5,51,84,7.4,1009,31,9,224,3,pontianak
2018-11-11,31,24,0.0,11.6,6,19,08:17 AM,08:41 PM,05:23 AM,05:31 PM,25,32,32,27,6,52,85,9.1,1009,31,9,211,4,pontianak
2018-11-12,32,25,0.0,11.6,6,26,09:07 AM,09:31 PM,05:23 AM,05:31 PM,23,32,32,28,7,42,78,0.9,1009,32,9,222,5,pontianak
2018-11-13,30,25,0.0,11.6,6,34,09:56 AM,10:19 PM,05:24 AM,05:31 PM,24,31,31,27,8,44,84,7.0,1008,30,9,205,5,pontianak
2018-11-14,30,24,0.0,11.6,6,41,10:44 AM,11:06 PM,05:24 AM,05:31 PM,24,31,31,27,8,56,86,4.3,1009,30,10,161,5,pontianak
2018-11-15,33,24,0.0,11.6,7,49,11:31 AM,11:52 PM,05:24 AM,05:31 PM,24,32,32,28,8,52,79,0.1,1010,33,9,131,6,pontianak
2018-11-16,32,25,0.0,11.6,6,56,12:15 PM,No moonset,05:24 AM,05:31 PM,24,32,32,28,12,50,81,6.0,1010,32,10,168,8,pontianak
2018-11-17,28,24,0.0,10.2,6,64,01:00 PM,12:36 AM,05:24 AM,05:32 PM,24,29,29,26,6,78,90,3.4,1011,28,9,127,5,pontianak
2018-11-18,30,24,0.0,7.4,6,72,01:44 PM,01:21 AM,05:24 AM,05:32 PM,24,31,31,27,8,74,86,14.0,1011,30,8,139,5,pontianak
2018-11-19,32,24,0.0,8.8,6,79,02:27 PM,02:04 AM,05:25 AM,05:32 PM,24,31,31,27,6,65,85,10.0,1012,32,9,186,4,pontianak
2018-11-20,31,24,0.0,10.2,6,87,03:13 PM,02:49 AM,05:25 AM,05:32 PM,24,31,31,27,9,54,85,5.0,1011,31,8,179,6,pontianak
2018-11-21,32,24,0.0,11.6,6,94,04:00 PM,03:35 AM,05:25 AM,05:32 PM,24,31,31,27,11,40,83,6.2,1010,32,10,194,7,pontianak
2018-11-22,29,24,0.0,11.6,6,100,04:51 PM,04:24 AM,05:25 AM,05:33 PM,24,31,31,27,7,50,83,2.9,1011,29,10,246,5,pontianak
2018-11-23,31,24,0.0,11.6,7,100,05:45 PM,05:16 AM,05:26 AM,05:33 PM,23,31,31,28,7,32,78,1.6,1011,31,10,261,5,pontianak
2018-11-24,32,24,0.0,11.6,6,83,06:41 PM,06:11 AM,05:26 AM,05:33 PM,24,31,31,27,6,40,83,3.1,1011,32,10,195,4,pontianak
2018-11-25,30,24,0.0,11.6,6,76,07:41 PM,07:10 AM,05:26 AM,05:34 PM,24,32,32,28,6,24,81,1.6,1011,30,10,194,4,pontianak
2018-11-26,33,24,0.0,11.6,6,68,08:42 PM,08:10 AM,05:26 AM,05:34 PM,23,32,32,28,6,22,76,1.5,1011,33,10,151,4,pontianak
2018-11-27,33,24,0.0,11.6,6,60,09:42 PM,09:11 AM,05:27 AM,05:34 PM,24,32,32,28,6,36,80,2.0,1011,33,10,185,4,pontianak
2018-11-28,33,25,0.0,11.6,6,53,10:39 PM,10:10 AM,05:27 AM,05:35 PM,24,33,33,28,6,35,77,1.4,1011,33,10,157,4,pontianak
2018-11-29,32,25,0.0,11.6,6,45,11:34 PM,11:06 AM,05:27 AM,05:35 PM,25,32,32,28,7,34,83,11.3,1011,32,9,156,4,pontianak
2018-11-30,30,25,0.0,10.2,6,38,No moonrise,11:59 AM,05:28 AM,05:35 PM,24,32,32,27,6,51,83,2.6,1011,30,10,235,4,pontianak
2018-12-01,33,25,0.0,10.2,6,36,12:26 AM,12:50 PM,05:28 AM,05:36 PM,24,32,32,27,6,51,85,6.8,1009,33,9,179,4,pontianak
2018-12-02,33,24,0.0,11.6,6,29,01:16 AM,01:39 PM,05:29 AM,05:36 PM,24,32,32,28,7,28,81,2.2,1008,33,10,155,4,pontianak
2018-12-03,32,24,0.0,11.6,7,22,02:04 AM,02:26 PM,05:29 AM,05:36 PM,24,32,32,28,7,20,82,0.0,1009,32,10,173,5,pontianak
2018-12-04,33,24,0.0,11.6,6,15,02:51 AM,03:15 PM,05:29 AM,05:37 PM,25,33,33,28,6,34,83,3.1,1009,33,9,181,4,pontianak
2018-12-05,33,24,0.0,10.2,6,7,03:40 AM,04:03 PM,05:30 AM,05:37 PM,24,32,32,28,8,39,81,3.2,1008,33,10,163,5,pontianak
2018-12-06,33,25,0.0,11.6,6,0,04:28 AM,04:52 PM,05:30 AM,05:38 PM,24,32,32,28,6,40,82,4.7,1007,33,10,245,4,pontianak
2018-12-07,29,25,0.0,11.6,6,0,05:18 AM,05:42 PM,05:31 AM,05:38 PM,24,31,31,27,6,45,86,4.3,1008,29,10,197,4,pontianak
2018-12-08,32,24,0.0,8.8,6,0,06:08 AM,06:32 PM,05:31 AM,05:39 PM,24,31,31,27,6,56,84,8.5,1009,32,9,173,4,pontianak
2018-12-09,33,24,0.0,11.6,7,7,06:59 AM,07:23 PM,05:31 AM,05:39 PM,23,32,32,28,6,42,77,0.0,1009,33,8,163,4,pontianak
2018-12-10,33,25,0.0,11.6,8,14,07:49 AM,08:12 PM,05:32 AM,05:39 PM,24,33,33,29,6,24,76,0.0,1009,33,10,226,4,pontianak
2018-12-11,31,25,0.0,10.2,6,21,08:37 AM,09:00 PM,05:32 AM,05:40 PM,24,32,32,28,6,51,81,2.4,1009,31,9,249,4,pontianak
2018-12-12,32,25,0.0,8.8,6,29,09:25 AM,09:46 PM,05:33 AM,05:40 PM,24,32,32,28,7,66,83,2.7,1010,32,10,300,5,pontianak
2018-12-13,32,25,0.0,11.6,6,36,10:10 AM,10:31 PM,05:33 AM,05:41 PM,24,32,32,28,7,36,84,3.4,1010,32,10,227,5,pontianak
2018-12-14,31,24,0.0,10.2,6,43,10:54 AM,11:15 PM,05:34 AM,05:41 PM,24,31,31,27,5,68,83,1.0,1010,31,10,204,4,pontianak
2018-12-15,29,25,0.0,7.4,6,51,11:37 AM,11:58 PM,05:34 AM,05:42 PM,23,30,30,26,11,72,84,0.0,1011,29,10,215,8,pontianak
2018-12-16,31,24,0.0,11.6,6,58,12:20 PM,No moonset,05:35 AM,05:42 PM,24,31,31,27,5,42,80,1.3,1011,31,10,196,4,pontianak
2018-12-17,31,24,0.0,10.2,6,65,01:04 PM,12:40 AM,05:35 AM,05:43 PM,24,31,31,27,6,53,82,1.2,1012,31,10,158,4,pontianak
2018-12-18,30,24,0.0,8.8,6,72,01:49 PM,01:25 AM,05:36 AM,05:43 PM,24,31,31,27,7,54,85,4.8,1011,30,9,182,5,pontianak
2018-12-19,31,24,0.0,11.6,6,80,02:37 PM,02:11 AM,05:36 AM,05:44 PM,24,31,31,27,6,37,82,3.8,1012,31,10,177,4,pontianak
2018-12-20,31,24,0.0,10.2,6,87,03:29 PM,03:01 AM,05:37 AM,05:44 PM,24,31,31,27,8,58,84,5.2,1011,31,10,176,5,pontianak
2018-12-21,31,23,0.0,10.2,6,94,04:24 PM,03:55 AM,05:37 AM,05:45 PM,24,31,31,27,9,45,83,15.9,1010,31,8,207,6,pontianak
2018-12-22,31,23,0.0,8.8,6,100,05:24 PM,04:52 AM,05:38 AM,05:45 PM,23,30,30,27,8,44,83,1.3,1010,31,9,216,6,pontianak
2018-12-23,32,24,0.0,11.6,7,100,06:25 PM,05:53 AM,05:38 AM,05:46 PM,23,31,31,27,10,27,79,0.0,1010,32,8,236,7,pontianak
2018-12-24,30,25,0.0,11.6,6,84,07:29 PM,06:56 AM,05:39 AM,05:46 PM,23,31,31,27,8,29,79,2.1,1009,30,10,273,6,pontianak
2018-12-25,32,24,0.0,11.6,7,77,08:29 PM,07:58 AM,05:39 AM,05:47 PM,24,31,31,27,7,40,81,1.4,1009,32,10,200,5,pontianak
2018-12-26,32,24,0.0,11.6,6,69,09:28 PM,08:58 AM,05:40 AM,05:47 PM,23,31,31,27,9,36,80,1.7,1009,32,10,197,6,pontianak
2018-12-27,31,24,0.0,11.6,7,62,10:22 PM,09:54 AM,05:40 AM,05:48 PM,23,31,31,28,9,43,77,0.0,1009,31,10,248,6,pontianak
2018-12-28,31,24,0.0,11.6,6,55,11:14 PM,10:47 AM,05:41 AM,05:48 PM,23,31,31,28,7,50,79,3.0,1009,31,10,264,5,pontianak
2018-12-29,32,24,0.0,11.6,7,48,No moonrise,11:37 AM,05:41 AM,05:49 PM,23,32,32,28,12,32,78,0.0,1010,32,10,295,9,pontianak
2018-12-30,31,25,0.0,11.6,6,40,12:02 AM,12:25 PM,05:42 AM,05:49 PM,24,31,31,28,14,34,80,1.1,1011,31,10,305,10,pontianak
2018-12-31,32,25,0.0,11.6,6,36,12:50 AM,01:13 PM,05:42 AM,05:50 PM,24,32,32,28,17,38,81,0.6,1011,32,9,314,12,pontianak
2019-01-01,30,25,0.0,7.4,6,26,01:38 AM,02:00 PM,05:42 AM,05:50 PM,24,31,31,27,11,62,88,13.0,1010,30,7,314,7,pontianak
2019-01-02,29,25,0.0,6.0,6,19,02:25 AM,02:48 PM,05:43 AM,05:50 PM,24,30,30,26,10,69,89,13.9,1011,29,9,273,6,pontianak
2019-01-03,33,24,0.0,6.0,6,11,03:14 AM,03:37 PM,05:43 AM,05:51 PM,24,31,31,27,6,67,82,3.2,1012,33,8,174,4,pontianak
2019-01-04,31,24,0.0,7.4,6,4,04:03 AM,04:26 PM,05:44 AM,05:51 PM,24,32,32,28,8,52,80,10.4,1012,31,9,159,5,pontianak
2019-01-05,35,25,0.0,10.2,7,0,04:53 AM,05:17 PM,05:44 AM,05:52 PM,24,32,32,28,6,39,79,5.6,1011,35,9,206,4,pontianak
2019-01-06,33,25,0.0,6.0,6,0,05:43 AM,06:06 PM,05:45 AM,05:52 PM,25,33,33,28,5,70,86,24.3,1011,33,8,212,3,pontianak
2019-01-07,29,25,0.0,6.0,6,3,06:32 AM,06:55 PM,05:45 AM,05:53 PM,24,31,31,27,5,72,89,16.2,1011,29,8,230,3,pontianak
2019-01-08,33,24,0.0,10.2,6,10,07:20 AM,07:42 PM,05:46 AM,05:53 PM,24,32,32,28,5,49,81,3.7,1010,33,8,203,4,pontianak
2019-01-09,32,25,0.0,7.4,6,18,08:06 AM,08:27 PM,05:46 AM,05:54 PM,24,32,32,27,5,58,85,22.1,1010,32,7,92,3,pontianak
2019-01-10,33,24,0.0,8.8,6,25,08:50 AM,09:11 PM,05:47 AM,05:54 PM,24,32,32,27,6,66,83,7.8,1010,33,5,180,4,pontianak
2019-01-11,33,24,0.0,7.4,6,32,09:34 AM,09:54 PM,05:47 AM,05:54 PM,24,32,32,27,6,67,85,16.9,1010,33,7,177,4,pontianak
2019-01-12,32,25,0.0,10.2,6,39,10:16 AM,10:36 PM,05:47 AM,05:55 PM,24,32,32,27,8,54,84,22.4,1010,32,9,201,5,pontianak
2019-01-13,32,24,0.0,6.0,6,47,10:58 AM,11:19 PM,05:48 AM,05:55 PM,24,31,31,27,8,77,86,20.9,1009,32,7,255,5,pontianak
2019-01-14,32,24,0.0,7.4,6,54,11:42 AM,No moonset,05:48 AM,05:55 PM,24,31,31,27,7,70,86,21.3,1009,32,8,147,5,pontianak
2019-01-15,31,25,0.0,10.2,6,61,12:27 PM,12:03 AM,05:48 AM,05:56 PM,24,31,31,27,7,57,87,7.8,1009,31,6,230,5,pontianak
2019-01-16,32,25,0.0,7.4,6,69,01:15 PM,12:49 AM,05:49 AM,05:56 PM,24,31,31,27,7,65,84,3.1,1009,32,6,276,5,pontianak
2019-01-17,31,24,0.0,8.8,6,76,02:07 PM,01:39 AM,05:49 AM,05:56 PM,25,32,32,27,5,68,87,8.9,1008,31,8,211,4,pontianak
2019-01-18,34,24,0.0,8.8,6,83,03:03 PM,02:33 AM,05:49 AM,05:57 PM,24,32,32,28,5,52,82,3.2,1008,34,8,144,3,pontianak
2019-01-19,32,24,0.0,8.8,6,90,04:03 PM,03:32 AM,05:50 AM,05:57 PM,24,32,32,27,6,58,86,11.7,1008,32,7,169,4,pontianak
2019-01-20,32,25,0.0,8.8,6,98,05:06 PM,04:33 AM,05:50 AM,05:57 PM,24,31,31,27,7,68,88,34.6,1008,32,5,144,4,pontianak
2019-01-21,31,24,0.0,7.4,6,100,06:09 PM,05:37 AM,05:50 AM,05:58 PM,24,31,31,27,8,74,88,21.7,1009,31,4,175,5,pontianak
2019-01-22,30,24,0.0,6.0,6,88,07:11 PM,06:39 AM,05:51 AM,05:58 PM,23,29,29,26,10,70,87,9.3,1011,30,8,295,7,pontianak
2019-01-23,32,24,0.0,7.4,6,81,08:09 PM,07:40 AM,05:51 AM,05:58 PM,23,30,30,27,8,72,83,2.8,1010,32,8,186,6,pontianak
2019-01-24,32,24,0.0,10.2,6,73,09:05 PM,08:36 AM,05:51 AM,05:58 PM,23,31,31,27,9,58,81,1.1,1010,32,8,176,6,pontianak
2019-01-25,32,24,0.0,10.2,6,66,09:57 PM,09:30 AM,05:51 AM,05:59 PM,23,31,31,27,9,48,79,0.8,1011,32,8,192,7,pontianak
